"","status","id","id_argos","date","time","velE","velN","lat","long","temp","xm","ym","dist","dist_Paula","xMercator","yMercator","vel","dateF","timeF","timeMong","dayF","dayOfYear","year","nameModis","hoursD","hoursD_Paula","month","daysToFindFrom"
"1","Capture","602189",76796,"2007.09.06","5:00:00",NA,NA,47.03533,114.99896,NA,1367.587,2040.351,NA,7562,12801626,5916560,NA,(07.09.06 05:00:00),05:00:00,13,09/06/07,249,"2007","2007225_merc",0,26,"Sep",249
"2","Recovered","602189",76796,"2007.09.07","7:00:37",0,0.005,47.082902,114.920509,38,1361.17,2044.351,7562,4489,12792893,5924310,0.005,(07.09.07 07:00:37),07:00:37,15,09/07/07,250,"2007","2007225_merc",26,5,"Sep",250
"3","Recovered","602189",76796,"2007.09.07","12:00:37",2.36,2.06,47.120546,114.944088,24,1361.855,2048.787,4489,4094,12795517,5930447,3.13260275170664,(07.09.07 12:00:37),12:00:37,20,09/07/07,250,"2007","2007225_merc",5,5,"Sep",250
"4","Recovered","602189",76796,"2007.09.07","17:00:39",-0.5,-0.94,47.096079,114.988541,22,1365.429,2046.79,4094,5120,12800466,5926457,1.06470653233649,(07.09.07 17:00:39),17:00:39,1,09/07/07,250,"2007","2007225_merc",5,5,"Sep",250
"5","Recovered","602189",76796,"2007.09.07","22:00:37",7.78,14.64,47.052161,115.010928,22,1367.988,2042.356,5120,1852,12802958,5919301,16.5788419378435,(07.09.07 22:00:37),22:00:37,6,09/07/07,250,"2007","2007225_merc",5,5,"Sep",250
"6","Recovered","602189",76796,"2007.09.08","3:00:37",0.01,0,47.044738,114.986861,33,1366.547,2041.192,1852,513,12800279,5918092,0.01,(07.09.08 03:00:37),03:00:37,11,09/08/07,251,"2007","2007225_merc",5,5,"Sep",251
"7","Recovered","602189",76796,"2007.09.08","8:00:37",0.005,-0.005,47.040462,114.984058,35,1366.461,2040.686,513,5170,12799967,5917396,0.00707106781186548,(07.09.08 08:00:37),08:00:37,16,09/08/07,251,"2007","2007225_merc",5,5,"Sep",251
"8","Recovered","602189",76796,"2007.09.08","13:00:37",-0.02,0.02,47.078937,115.026206,21,1368.373,2045.489,5170,197,12804659,5923663,0.0282842712474619,(07.09.08 13:00:37),13:00:37,21,09/08/07,251,"2007","2007225_merc",5,5,"Sep",251
"9","Recovered","602189",76796,"2007.09.08","18:01:06",-0.02,0.06,47.077167,115.026098,21,1368.408,2045.296,197,3960,12804647,5923375,0.0632455532033676,(07.09.08 18:01:06),18:01:06,2,09/08/07,251,"2007","2007225_merc",5,5,"Sep",251
"10","Recovered","602189",76796,"2007.09.08","23:00:36",-3.84,-1.12,47.084461,114.969819,23,1364.449,2045.251,3960,932,12798382,5924564,4,(07.09.08 23:00:36),23:00:36,7,09/08/07,251,"2007","2007225_merc",5,5,"Sep",251
"11","Recovered","602189",76796,"2007.09.09","4:00:36",0.02,0.04,47.084551,114.956293,37,1363.537,2045.06,932,2009,12796876,5924578,0.0447213595499958,(07.09.09 04:00:36),04:00:36,12,09/09/07,252,"2007","2007225_merc",5,5,"Sep",252
"12","Recovered","602189",76796,"2007.09.09","9:00:37",-0.02,0.1,47.09403,114.981133,32,1364.98,2046.458,2009,2366,12799641,5926123,0.101980390271856,(07.09.09 09:00:37),09:00:37,17,09/09/07,252,"2007","2007225_merc",5,5,"Sep",252
"13","Recovered","602189",76796,"2007.09.09","14:00:36",0.01,0.015,47.090707,115.015068,23,1367.341,2046.601,2366,144,12803419,5925582,0.0180277563773199,(07.09.09 14:00:36),14:00:36,22,09/09/07,252,"2007","2007225_merc",5,5,"Sep",252
"14","Recovered","602189",76796,"2007.09.09","19:00:36",0.02,0.03,47.089893,115.013432,24,1367.251,2046.489,144,915,12803237,5925449,0.0360555127546399,(07.09.09 19:00:36),19:00:36,3,09/09/07,252,"2007","2007225_merc",5,5,"Sep",252
"15","Recovered","602189",76796,"2007.09.10","0:00:37",-0.065,-0.04,47.083738,115.004621,23,1366.806,2045.69,915,4446,12802256,5924446,0.0763216876123687,(07.09.10 00:00:37),00:00:37,8,09/10/07,253,"2007","2007225_merc",5,5,"Sep",253
"16","Recovered","602189",76796,"2007.09.10","5:00:37",-0.005,-0.01,47.07617,114.941239,35,1362.725,2043.927,4446,2229,12795200,5923213,0.0111803398874989,(07.09.10 05:00:37),05:00:37,13,09/10/07,253,"2007","2007225_merc",5,5,"Sep",253
"17","Recovered","602189",76796,"2007.09.10","10:00:37",-0.795,0.515,47.079589,114.909352,25,1360.498,2043.826,2229,2825,12791651,5923770,0.947232811931681,(07.09.10 10:00:37),10:00:37,18,09/10/07,253,"2007","2007225_merc",5,5,"Sep",253
"18","Recovered","602189",76796,"2007.09.10","15:00:37",-0.03,0,47.06887,114.872158,21,1358.252,2042.113,2825,300,12787510,5922023,0.03,(07.09.10 15:00:37),15:00:37,23,09/10/07,253,"2007","2007225_merc",5,5,"Sep",253
"19","Recovered","602189",76796,"2007.09.10","20:00:36",-0.005,0.01,47.066186,114.871649,22,1358.282,2041.814,300,34450,12787453,5921586,0.0111803398874989,(07.09.10 20:00:36),20:00:36,4,09/10/07,253,"2007","2007225_merc",5,244,"Sep",253
"20","Recovered","602189",76796,"2007.09.21","0:01:06",-0.635,-0.055,46.891094,115.283637,21,1390.247,2028.967,34450,1903,12833316,5893107,0.637377439199098,(07.09.21 00:01:06),00:01:06,8,09/21/07,264,"2007","2007241_merc",244,5,"Sep",264
"21","Recovered","602189",76796,"2007.09.21","5:01:00",-0.46,-0.61,46.882781,115.259569,26,1388.826,2027.702,1903,1752,12830637,5891757,0.764002617796562,(07.09.21 05:01:00),05:01:00,13,09/21/07,264,"2007","2007241_merc",5,5,"Sep",264
"22","Recovered","602189",76796,"2007.09.21","10:01:06",-0.13,-0.565,46.869915,115.274196,23,1390.126,2026.527,1752,1342,12832265,5889669,0.579762882564933,(07.09.21 10:01:06),10:01:06,18,09/21/07,264,"2007","2007241_merc",5,5,"Sep",264
"23","Recovered","602189",76796,"2007.09.21","15:00:36",0.01,0.08,46.868835,115.254867,19,1388.848,2026.118,1342,117,12830113,5889493,0.0806225774829855,(07.09.21 15:00:36),15:00:36,23,09/21/07,264,"2007","2007241_merc",5,5,"Sep",264
"24","Recovered","602189",76796,"2007.09.21","20:01:05",0.38,0.24,46.867933,115.253994,21,1388.811,2026.007,117,6238,12830016,5889347,0.449444101084885,(07.09.21 20:01:05),20:01:05,4,09/21/07,264,"2007","2007241_merc",5,5,"Sep",264
"25","Recovered","602189",76796,"2007.09.22","1:01:09",-3.78,0.74,46.87921,115.165585,23,1382.574,2025.898,6238,7480,12820174,5891178,3.8517528477305,(07.09.22 01:01:09),01:01:09,9,09/22/07,265,"2007","2007241_merc",5,5,"Sep",265
"26","Recovered","602189",76796,"2007.09.22","6:00:36",-0.01,0.005,46.91172,115.070799,31,1375.396,2028.005,7480,6641,12809623,5896457,0.0111803398874989,(07.09.22 06:00:36),06:00:36,14,09/22/07,265,"2007","2007241_merc",5,5,"Sep",265
"27","Recovered","602189",76796,"2007.09.22","11:00:36",-0.5,-0.02,46.893062,114.97948,24,1369.685,2024.617,6641,3476,12799457,5893427,0.500399840127872,(07.09.22 11:00:36),11:00:36,19,09/22/07,265,"2007","2007241_merc",5,5,"Sep",265
"28","Recovered","602189",76796,"2007.09.22","16:00:37",-0.12,0.18,46.861816,114.977516,22,1370.301,2021.196,3476,496,12799239,5888354,0.216333076527839,(07.09.22 16:00:37),16:00:37,0,09/22/07,265,"2007","2007241_merc",5,5,"Sep",265
"29","Recovered","602189",76796,"2007.09.22","21:00:36",0.01,0.03,46.857372,114.978082,21,1370.445,2020.722,496,4551,12799302,5887633,0.0316227766016838,(07.09.22 21:00:36),21:00:36,5,09/22/07,265,"2007","2007241_merc",5,5,"Sep",265
"30","Recovered","602189",76796,"2007.09.23","2:00:37",0,0,46.880142,114.923372,23,1366.207,2022.38,4551,4156,12793211,5891329,0,(07.09.23 02:00:37),02:00:37,10,09/23/07,266,"2007","2007241_merc",5,5,"Sep",266
"31","Recovered","602189",76796,"2007.09.23","7:00:36",0.03,-0.005,46.911837,114.891468,26,1363.298,2025.347,4156,6139,12789660,5896476,0.0304138126514911,(07.09.23 07:00:36),07:00:36,15,09/23/07,266,"2007","2007241_merc",5,5,"Sep",266
"32","Recovered","602189",76796,"2007.09.23","12:00:36",14.74,-8.62,46.868702,114.946944,14,1368.072,2021.488,6139,11133,12795835,5889472,17.0754794954637,(07.09.23 12:00:36),12:00:36,20,09/23/07,266,"2007","2007241_merc",5,5,"Sep",266
"33","Recovered","602189",76796,"2007.09.23","17:01:05",0.775,0.72,46.876552,115.107517,10,1378.72,2024.738,11133,1519,12813710,5890746,1.05783977992889,(07.09.23 17:01:05),17:01:05,1,09/23/07,266,"2007","2007241_merc",5,5,"Sep",266
"34","Recovered","602189",76796,"2007.09.23","22:01:00",0,0.015,46.8802,115.128695,9,1380.061,2025.452,1519,1683,12816068,5891338,0.015,(07.09.23 22:01:00),22:01:00,6,09/23/07,266,"2007","2007241_merc",5,5,"Sep",266
"35","Recovered","602189",76796,"2007.09.24","3:00:37",-0.2,-0.04,46.878651,115.152924,22,1381.733,2025.647,1683,4796,12818765,5891087,0.203960780543711,(07.09.24 03:00:37),03:00:37,11,09/24/07,267,"2007","2007241_merc",5,5,"Sep",267
"36","Recovered","602189",76796,"2007.09.24","8:00:37",-0.05,-0.065,46.838423,115.177978,21,1384.397,2021.659,4796,6411,12821554,5884558,0.0820060973342836,(07.09.24 08:00:37),08:00:37,16,09/24/07,267,"2007","2007241_merc",5,5,"Sep",267
"37","Recovered","602189",76796,"2007.09.24","13:00:37",7.2,-8.94,46.782852,115.20273,15,1387.414,2016.003,6411,13011,12824309,5875548,11.4788326932663,(07.09.24 13:00:37),13:00:37,21,09/24/07,267,"2007","2007241_merc",5,5,"Sep",267
"38","Recovered","602189",76796,"2007.09.24","18:00:36",0.12,0.32,46.695863,115.328364,15,1398.021,2008.469,13011,6684,12838295,5861463,0.341760149812701,(07.09.24 18:00:36),18:00:36,2,09/24/07,267,"2007","2007241_merc",5,5,"Sep",267
"39","Recovered","602189",76796,"2007.09.24","23:01:24",1.66,-3.2,46.64243,115.372536,14,1402.314,2003.347,6684,9134,12843212,5852822,3.60494105360962,(07.09.24 23:01:24),23:01:24,7,09/24/07,267,"2007","2007241_merc",5,5,"Sep",267
"40","Recovered","602189",76796,"2007.09.25","4:00:36",0.08,0.02,46.570169,115.43514,32,1408.323,1996.467,9134,5611,12850181,5841150,0.0824621125123532,(07.09.25 04:00:36),04:00:36,12,09/25/07,268,"2007","2007241_merc",5,5,"Sep",268
"41","Recovered","602189",76796,"2007.09.25","9:00:37",0.2,-0.2,46.519724,115.432479,27,1409.378,1990.957,5611,2682,12849885,5833012,0.282842712474619,(07.09.25 09:00:37),09:00:37,17,09/25/07,268,"2007","2007241_merc",5,5,"Sep",268
"42","Recovered","602189",76796,"2007.09.25","14:00:37",-0.22,0.74,46.495593,115.432219,16,1409.952,1988.336,2682,1760,12849856,5829121,0.772010362624751,(07.09.25 14:00:37),14:00:37,22,09/25/07,268,"2007","2007241_merc",5,5,"Sep",268
"43","Recovered","602189",76796,"2007.09.25","19:00:37",0.005,-0.005,46.479764,115.431829,14,1410.313,1986.614,1760,1469,12849812,5826570,0.00707106781186548,(07.09.25 19:00:37),19:00:37,3,09/25/07,268,"2007","2007241_merc",5,5,"Sep",268
"44","Recovered","602189",76796,"2007.09.26","0:00:36",-0.02,0.12,46.47496,115.451484,11,1411.765,1986.395,1469,978,12852000,5825796,0.121655250605964,(07.09.26 00:00:36),00:00:36,8,09/26/07,269,"2007","2007241_merc",5,5,"Sep",269
"45","Recovered","602189",76796,"2007.09.26","5:00:36",-0.02,0.04,46.480402,115.462528,20,1412.381,1987.154,978,2427,12853230,5826673,0.0447213595499958,(07.09.26 05:00:36),05:00:36,13,09/26/07,269,"2007","2007241_merc",5,5,"Sep",269
"46","Recovered","602189",76796,"2007.09.26","10:00:37",0.625,-0.61,46.480281,115.497395,16,1414.751,1987.677,2427,3435,12857111,5826653,0.873341284951078,(07.09.26 10:00:37),10:00:37,18,09/26/07,269,"2007","2007241_merc",5,5,"Sep",269
"47","Recovered","602189",76796,"2007.09.26","15:00:37",0.665,-0.145,46.454747,115.525188,11,1417.265,1985.337,3435,3591,12860205,5822540,0.680624713039425,(07.09.26 15:00:37),15:00:37,23,09/26/07,269,"2007","2007241_merc",5,5,"Sep",269
"48","Recovered","602189",76796,"2007.09.26","20:00:37",0.005,-0.01,46.437535,115.568829,10,1420.653,1984.145,3591,93672,12865063,5819768,0.0111803398874989,(07.09.26 20:00:37),20:00:37,4,09/26/07,269,"2007","2007241_merc",5,244,"Sep",269
"49","Recovered","602189",76796,"2007.10.07","0:01:36",0.01,-0.035,46.601317,116.890014,5,1505.936,2022.891,93672,1328,13012137,5846180,0.0364005494464026,(07.10.07 00:01:36),00:01:36,8,10/07/07,280,"2007","2007257_merc",244,5,"Oct",280
"50","Recovered","602189",76796,"2007.10.07","5:00:37",0,-0.04,46.593625,116.904636,16,1507.124,2022.299,1328,3063,13013765,5844937,0.04,(07.10.07 05:00:37),05:00:37,13,10/07/07,280,"2007","2007257_merc",5,5,"Oct",280
"51","Recovered","602189",76796,"2007.10.07","10:01:01",-0.035,0.015,46.598113,116.948141,4,1509.943,2023.498,3063,2245,13018608,5845662,0.0380788655293195,(07.10.07 10:01:01),10:01:01,18,10/07/07,280,"2007","2007257_merc",5,5,"Oct",280
"52","Recovered","602189",76796,"2007.10.07","15:00:36",-0.04,-0.06,46.604477,116.978815,6,1511.845,2024.689,2245,354,13022022,5846690,0.0721110255092798,(07.10.07 15:00:36),15:00:36,23,10/07/07,280,"2007","2007257_merc",5,5,"Oct",280
"53","Recovered","602189",76796,"2007.10.07","20:00:37",-0.01,0.005,46.602324,116.975062,7,1511.648,2024.395,354,3201,13021604,5846342,0.0111803398874989,(07.10.07 20:00:37),20:00:37,4,10/07/07,280,"2007","2007257_merc",5,5,"Oct",280
"54","Recovered","602189",76796,"2007.10.08","1:00:36",0.02,-0.04,46.576376,116.995054,17,1513.681,2021.921,3201,607,13023830,5842152,0.0447213595499958,(07.10.08 01:00:36),01:00:36,9,10/08/07,281,"2007","2007257_merc",5,5,"Oct",281
"55","Recovered","602189",76796,"2007.10.08","6:00:37",-0.04,-0.3,46.573271,116.98787,15,1513.277,2021.468,607,1927,13023030,5841651,0.302654919008431,(07.10.08 06:00:37),06:00:37,14,10/08/07,281,"2007","2007257_merc",5,5,"Oct",281
"56","Recovered","602189",76796,"2007.10.08","11:00:36",-0.005,-0.005,46.559109,116.971882,10,1512.571,2019.675,1927,654,13021250,5839365,0.00707106781186548,(07.10.08 11:00:36),11:00:36,19,10/08/07,281,"2007","2007257_merc",5,5,"Oct",281
"57","Recovered","602189",76796,"2007.10.08","16:00:37",0.02,-0.06,46.553446,116.969337,6,1512.548,2019.022,654,92,13020967,5838452,0.0632455532033676,(07.10.08 16:00:37),16:00:37,0,10/08/07,281,"2007","2007257_merc",5,5,"Oct",281
"58","Recovered","602189",76796,"2007.10.08","21:00:37",0.04,0.2,46.553012,116.968217,5,1512.484,2018.956,92,2024,13020842,5838382,0.203960780543711,(07.10.08 21:00:37),21:00:37,5,10/08/07,281,"2007","2007257_merc",5,5,"Oct",281
"59","Recovered","602189",76796,"2007.10.09","2:00:36",0.3,0.42,46.542351,116.944616,16,1511.17,2017.417,2024,1847,13018215,5836661,0.516139516022558,(07.10.09 02:00:36),02:00:36,10,10/09/07,282,"2007","2007257_merc",5,5,"Oct",282
"60","Recovered","602189",76796,"2007.10.09","7:00:37",0.04,-0.06,46.529098,116.928603,18,1510.436,2015.722,1847,3236,13016433,5834524,0.0721110255092798,(07.10.09 07:00:37),07:00:37,15,10/09/07,282,"2007","2007257_merc",5,5,"Oct",282
"61","Recovered","602189",76796,"2007.10.09","12:00:36",0.01,0.035,46.500014,116.926481,13,1511.056,2012.546,3236,824,13016196,5829834,0.0364005494464026,(07.10.09 12:00:36),12:00:36,20,10/09/07,282,"2007","2007257_merc",5,5,"Oct",282
"62","Recovered","602189",76796,"2007.10.09","17:00:37",0.135,-0.045,46.493207,116.931167,8,1511.552,2011.888,824,537,13016718,5828737,0.142302494707577,(07.10.09 17:00:37),17:00:37,1,10/09/07,282,"2007","2007257_merc",5,5,"Oct",282
"63","Recovered","602189",76796,"2007.10.09","22:00:36",-0.48,0.36,46.488777,116.934257,4,1511.877,2011.46,537,2075,13017062,5828023,0.6,(07.10.09 22:00:36),22:00:36,6,10/09/07,282,"2007","2007257_merc",5,5,"Oct",282
"64","Recovered","602189",76796,"2007.10.10","3:00:36",-0.08,0.04,46.491853,116.904841,20,1509.807,2011.309,2075,757,13013787,5828518,0.0894427190999916,(07.10.10 03:00:36),03:00:36,11,10/10/07,283,"2007","2007257_merc",5,5,"Oct",283
"65","Recovered","602189",76796,"2007.10.10","8:00:36",0.62,-0.18,46.490531,116.915509,18,1510.563,2011.341,757,3598,13014975,5828305,0.645600495662759,(07.10.10 08:00:36),08:00:36,16,10/10/07,283,"2007","2007257_merc",5,5,"Oct",283
"66","Recovered","602189",76796,"2007.10.10","13:00:36",-0.005,-0.02,46.460228,116.933667,7,1512.587,2008.367,3598,603,13016996,5823423,0.0206155281280883,(07.10.10 13:00:36),13:00:36,21,10/10/07,283,"2007","2007257_merc",5,5,"Oct",283
"67","Recovered","602189",76796,"2007.10.10","18:00:37",-0.04,0.04,46.455246,116.937079,5,1512.948,2007.885,603,1739,13017376,5822620,0.0565685424949238,(07.10.10 18:00:37),18:00:37,2,10/10/07,283,"2007","2007257_merc",5,5,"Oct",283
"68","Recovered","602189",76796,"2007.10.10","23:00:37",0.1,0.16,46.439848,116.932684,3,1513.055,2006.149,1739,4950,13016887,5820140,0.188679622641132,(07.10.10 23:00:37),23:00:37,7,10/10/07,283,"2007","2007257_merc",5,5,"Oct",283
"69","Recovered","602189",76796,"2007.10.11","4:00:36",-0.02,0.04,46.478315,116.896853,18,1509.622,2009.715,4950,1965,13012898,5826337,0.0447213595499958,(07.10.11 04:00:36),04:00:36,12,10/11/07,284,"2007","2007257_merc",5,5,"Oct",284
"70","Recovered","602189",76796,"2007.10.11","9:00:36",2.54,1.84,46.487509,116.920966,8,1511.012,2011.105,1965,1789,13015582,5827818,3.13643109281871,(07.10.11 09:00:36),09:00:36,17,10/11/07,284,"2007","2007257_merc",5,5,"Oct",284
"71","Recovered","602189",76796,"2007.10.11","14:00:36",0.04,0,46.497965,116.940507,7,1512.058,2012.555,1789,374,13017758,5829504,0.04,(07.10.11 14:00:36),14:00:36,22,10/11/07,284,"2007","2007257_merc",5,5,"Oct",284
"72","Recovered","602189",76796,"2007.10.11","19:01:06",-0.04,-0.04,46.501106,116.93858,9,1511.845,2012.863,374,1094,13017543,5830010,0.0565685424949238,(07.10.11 19:01:06),19:01:06,3,10/11/07,284,"2007","2007257_merc",5,5,"Oct",284
"73","Recovered","602189",76796,"2007.10.12","0:00:36",0.105,-0.015,46.503274,116.953922,7,1512.826,2013.349,1094,326,13019251,5830359,0.106066017177982,(07.10.12 00:00:36),00:00:36,8,10/12/07,285,"2007","2007257_merc",5,5,"Oct",285
"74","Recovered","602189",76796,"2007.10.12","5:00:36",-1.46,2,46.506101,116.955195,9,1512.837,2013.676,326,2219,13019393,5830815,2.47620677650313,(07.10.12 05:00:36),05:00:36,13,10/12/07,285,"2007","2007257_merc",5,5,"Oct",285
"75","Recovered","602189",76796,"2007.10.12","10:00:37",0.025,0.12,46.501615,116.924107,7,1510.854,2012.68,2219,329,13015932,5830092,0.122576506721313,(07.10.12 10:00:37),10:00:37,18,10/12/07,285,"2007","2007257_merc",5,5,"Oct",285
"76","Recovered","602189",76796,"2007.10.12","15:00:37",0.06,0.08,46.503263,116.928029,6,1511.076,2012.922,329,350,13016369,5830358,0.1,(07.10.12 15:00:37),15:00:37,23,10/12/07,285,"2007","2007257_merc",5,5,"Oct",285
"77","Recovered","602189",76796,"2007.10.12","20:00:36",-0.02,0.1,46.500726,116.931005,2,1511.343,2012.697,350,45177,13016700,5829949,0.101980390271856,(07.10.12 20:00:36),20:00:36,4,10/12/07,285,"2007","2007257_merc",5,244,"Oct",285
"78","Recovered","602189",76796,"2007.10.23","0:01:06",0.44,-0.125,46.818711,117.3365,11,1530.24,2053.733,45177,2691,13061839,5881361,0.457411193566576,(07.10.23 00:01:06),00:01:06,8,10/23/07,296,"2007","2007273_merc",244,5,"Oct",296
"79","Recovered","602189",76796,"2007.10.23","5:00:36",0.01,-0.015,46.84223,117.345713,24,1530.229,2056.424,2691,2340,13062865,5885176,0.0180277563773199,(07.10.23 05:00:36),05:00:36,13,10/23/07,296,"2007","2007273_merc",5,5,"Oct",296
"80","Recovered","602189",76796,"2007.10.23","10:00:36",-0.03,-0.07,46.852825,117.374955,15,1531.908,2058.054,2340,19,13066120,5886895,0.0761577310586391,(07.10.23 10:00:36),10:00:36,18,10/23/07,296,"2007","2007273_merc",5,5,"Oct",296
"81","Recovered","602189",76796,"2007.10.23","15:00:37",0.48,0.46,46.852813,117.37468,11,1531.89,2058.048,19,1211,13066090,5886893,0.664830805543786,(07.10.23 15:00:37),15:00:37,23,10/23/07,296,"2007","2007273_merc",5,5,"Oct",296
"82","Recovered","602189",76796,"2007.10.23","20:00:37",-0.36,-0.26,46.843802,117.36485,13,1531.472,2056.912,1211,1926,13064995,5885431,0.44407206622349,(07.10.23 20:00:37),20:00:37,4,10/23/07,296,"2007","2007273_merc",5,5,"Oct",296
"83","Recovered","602189",76796,"2007.10.24","1:01:05",-0.3,-0.14,46.859428,117.37687,14,1531.86,2058.798,1926,88,13066333,5887967,0.331058907144937,(07.10.24 01:01:05),01:01:05,9,10/24/07,297,"2007","2007273_merc",5,5,"Oct",297
"84","Recovered","602189",76796,"2007.10.24","6:00:37",0.01,-0.02,46.860052,117.377645,15,1531.895,2058.878,88,3520,13066420,5888068,0.0223606797749979,(07.10.24 06:00:37),06:00:37,14,10/24/07,297,"2007","2007273_merc",5,5,"Oct",297
"85","Recovered","602189",76796,"2007.10.24","11:00:36",0.01,-0.01,46.881736,117.34053,9,1528.825,2060.6,3520,333,13062288,5891588,0.014142135623731,(07.10.24 11:00:36),11:00:36,19,10/24/07,297,"2007","2007273_merc",5,5,"Oct",297
"86","Recovered","602189",76796,"2007.10.24","16:00:36",0.065,-0.035,46.879155,117.342964,4,1529.057,2060.362,333,857,13062559,5891169,0.073824115301167,(07.10.24 16:00:36),16:00:36,0,10/24/07,297,"2007","2007273_merc",5,5,"Oct",297
"87","Recovered","602189",76796,"2007.10.24","21:00:36",-0.38,0.1,46.872685,117.349712,3,1529.683,2059.776,857,1026,13063310,5890118,0.39293765408777,(07.10.24 21:00:36),21:00:36,5,10/24/07,297,"2007","2007273_merc",5,5,"Oct",297
"88","Recovered","602189",76796,"2007.10.25","2:00:37",-0.14,-0.08,46.875145,117.364024,13,1530.577,2060.28,1026,282,13064903,5890518,0.161245154965971,(07.10.25 02:00:37),02:00:37,10,10/25/07,298,"2007","2007273_merc",5,5,"Oct",298
"89","Recovered","602189",76796,"2007.10.25","7:00:37",-0.08,0,46.873899,117.367575,19,1530.849,2060.205,282,920,13065299,5890315,0.08,(07.10.25 07:00:37),07:00:37,15,10/25/07,298,"2007","2007273_merc",5,5,"Oct",298
"90","Recovered","602189",76796,"2007.10.25","12:00:36",0.02,-0.02,46.87416,117.380883,6,1531.735,2060.454,920,515,13066780,5890358,0.0282842712474619,(07.10.25 12:00:36),12:00:36,20,10/25/07,298,"2007","2007273_merc",5,5,"Oct",298
"91","Recovered","602189",76796,"2007.10.25","17:00:37",-0.015,-0.02,46.86994,117.383942,2,1532.053,2060.05,515,163,13067121,5889673,0.025,(07.10.25 17:00:37),17:00:37,1,10/25/07,298,"2007","2007273_merc",5,5,"Oct",298
"92","Recovered","602189",76796,"2007.10.25","22:00:37",2.18,-1.46,46.871384,117.383504,2,1531.985,2060.198,163,1856,13067072,5889907,2.62373779177722,(07.10.25 22:00:37),22:00:37,6,10/25/07,298,"2007","2007273_merc",5,5,"Oct",298
"93","Recovered","602189",76796,"2007.10.26","3:00:36",-0.76,-2.8,46.856355,117.371804,13,1531.602,2058.382,1856,1149,13065769,5887468,2.90131004892617,(07.10.26 03:00:36),03:00:36,11,10/26/07,299,"2007","2007273_merc",5,5,"Oct",299
"94","Recovered","602189",76796,"2007.10.26","8:00:37",2.98,2.32,46.852959,117.3875,6,1532.747,2058.277,1149,855,13067517,5886917,3.77661223850159,(07.10.26 08:00:37),08:00:37,16,10/26/07,299,"2007","2007273_merc",5,5,"Oct",299
"95","Recovered","602189",76796,"2007.10.26","13:00:37",0.005,0.005,46.853631,117.375189,1,1531.902,2058.145,855,243,13066146,5887026,0.00707106781186548,(07.10.26 13:00:37),13:00:37,21,10/26/07,299,"2007","2007273_merc",5,5,"Oct",299
"96","Recovered","602189",76796,"2007.10.26","18:00:36",-0.04,0.06,46.855657,117.376498,-4,1531.936,2058.385,243,626,13066292,5887355,0.0721110255092798,(07.10.26 18:00:36),18:00:36,2,10/26/07,299,"2007","2007273_merc",5,5,"Oct",299
"97","Recovered","602189",76796,"2007.10.26","23:01:07",-0.7,-0.52,46.854806,117.367549,-8,1531.358,2058.144,626,8824,13065296,5887217,0.872009174263666,(07.10.26 23:01:07),23:01:07,7,10/26/07,299,"2007","2007273_merc",5,10,"Oct",299
"98","Recovered","602189",76796,"2007.10.27","9:02:31",0.13,0.06,46.913578,117.453377,-2,1535.538,2065.916,8824,6137,13074850,5896759,0.143178210632764,(07.10.27 09:02:31),09:02:31,17,10/27/07,300,"2007","2007273_merc",10,5,"Oct",300
"99","Recovered","602189",76796,"2007.10.27","14:00:37",0.81,0.08,46.954848,117.512413,-6,1538.382,2071.354,6137,8913,13081422,5903466,0.813941029804985,(07.10.27 14:00:37),14:00:37,22,10/27/07,300,"2007","2007273_merc",5,5,"Oct",300
"100","Recovered","602189",76796,"2007.10.27","19:00:36",-0.065,-0.025,46.971382,117.63879,-8,1546.396,2075.256,8913,1144,13095490,5906154,0.0696419413859206,(07.10.27 19:00:36),19:00:36,3,10/27/07,300,"2007","2007273_merc",5,5,"Oct",300
"101","Recovered","602189",76796,"2007.10.28","0:00:55",-0.075,0.05,46.973557,117.654995,-4,1547.421,2075.764,1144,693,13097294,5906508,0.0901387818865997,(07.10.28 00:00:55),00:00:55,8,10/28/07,301,"2007","2007273_merc",5,5,"Oct",301
"102","Recovered","602189",76796,"2007.10.28","5:00:37",-0.02,-0.08,46.979599,117.652518,12,1547.092,2076.373,693,1660,13097018,5907491,0.0824621125123532,(07.10.28 05:00:37),05:00:37,13,10/28/07,301,"2007","2007273_merc",5,5,"Oct",301
"103","Recovered","602189",76796,"2007.10.28","10:00:37",-0.005,-0.025,46.994067,117.658487,1,1547.099,2078.034,1660,1817,13097683,5909844,0.0254950975679639,(07.10.28 10:00:37),10:00:37,18,10/28/07,301,"2007","2007273_merc",5,5,"Oct",301
"104","Recovered","602189",76796,"2007.10.28","15:00:37",-0.04,-0.1,47.00595,117.64039,-4,1545.566,2079.01,1817,440,13095668,5911778,0.10770329614269,(07.10.28 15:00:37),15:00:37,23,10/28/07,301,"2007","2007273_merc",5,5,"Oct",301
"105","Recovered","602189",76796,"2007.10.28","20:00:36",-0.02,0.04,47.009487,117.64326,-3,1545.662,2079.44,440,33731,13095988,5912353,0.0447213595499958,(07.10.28 20:00:36),20:00:36,4,10/28/07,301,"2007","2007273_merc",5,244,"Oct",301
